SV 000001,PYM 001,8/17/2019,8946.3
SV 000205,PYM 002,2/13/2020,23362.8
SV 000206,PYM 001,3/10/2020,59452.6
SV 000207,PYM 001,1/14/2020,70283.37
SV 000208,PYM 001,6/12/2019,28232.83
SV 000209,PYM 002,7/4/2019,77901.0
SV 000210,PYM 002,4/12/2019,93832.94
SV 000211,PYM 002,7/15/2019,22723.45
SV 000212,PYM 002,4/29/2019,90178.59
SV 000213,PYM 001,2/13/2019,27785.86
SV 000214,PYM 001,9/11/2019,83124.08
SV 000215,PYM 001,12/24/2019,42675.21
SV 000216,PYM 001,3/26/2019,61121.03
SV 000217,PYM 001,7/15/2019,37813.9
SV 000218,PYM 001,11/16/2019,65239.35
SV 000219,PYM 002,1/13/2020,59780.96
SV 000220,PYM 001,3/8/2020,30645.23
SV 000221,PYM 001,2/10/2019,80564.09
SV 000222,PYM 001,1/21/2020,30236.44
SV 000223,PYM 001,9/5/2019,25034.93
SV 000224,PYM 002,8/6/2019,26960.37
SV 000225,PYM 002,6/5/2019,24832.38
SV 000226,PYM 002,8/6/2019,20455.18
SV 000227,PYM 001,10/14/2019,39132.28
SV 000228,PYM 002,2/29/2020,90701.27
SV 000229,PYM 001,8/16/2019,98791.16
SV 000230,PYM 002,12/6/2019,53173.41
SV 000231,PYM 001,12/13/2019,87408.95
SV 000232,PYM 001,6/21/2019,17165.55
SV 000233,PYM 002,7/3/2019,92502.62
SV 000234,PYM 002,1/28/2019,81332.87
SV 000235,PYM 002,10/15/2019,98159.78
SV 000236,PYM 001,5/28/2019,7841.9
SV 000237,PYM 002,1/16/2020,19573.37
SV 000238,PYM 001,3/2/2020,22710.09
SV 000239,PYM 001,8/12/2019,41686.8
SV 000240,PYM 001,12/23/2019,84383.43
SV 000241,PYM 001,12/28/2019,48784.92
SV 000242,PYM 001,2/4/2020,96113.36
SV 000243,PYM 002,10/26/2019,33399.08
SV 000244,PYM 002,6/7/2019,77143.86
SV 000245,PYM 002,8/23/2019,99742.52
SV 000246,PYM 001,2/23/2020,78972.61
SV 000247,PYM 001,2/10/2020,40234.84
SV 000248,PYM 001,5/28/2019,49956.29
SV 000249,PYM 001,1/30/2020,26169.14
SV 000250,PYM 001,2/19/2019,93324.93
SV 000251,PYM 002,12/23/2019,7527.16
SV 000252,PYM 002,8/17/2019,81198.27
SV 000253,PYM 002,5/20/2019,78606.7
SV 000254,PYM 002,4/20/2019,61793.26
SV 000255,PYM 001,1/31/2019,67705.9
SV 000256,PYM 002,4/9/2019,71329.74
SV 000257,PYM 001,4/22/2019,18569.07
SV 000258,PYM 002,2/1/2019,65118.0
SV 000259,PYM 002,10/17/2019,44478.48
SV 000260,PYM 002,12/30/2019,36960.35
SV 000261,PYM 002,2/11/2020,5020.58
SV 000262,PYM 001,7/2/2019,38073.94
SV 000263,PYM 001,12/26/2019,9508.8
SV 000264,PYM 001,3/18/2019,93443.31
SV 000265,PYM 002,9/7/2019,49724.66
SV 000266,PYM 002,6/24/2019,78665.14
SV 000267,PYM 001,7/5/2019,19298.17
SV 000268,PYM 002,12/19/2019,62431.6
SV 000269,PYM 001,2/3/2019,19690.94
SV 000270,PYM 001,8/18/2019,16025.6
SV 000271,PYM 002,3/12/2019,21405.92
SV 000272,PYM 002,7/15/2019,26221.59
SV 000273,PYM 002,6/6/2019,48901.99
SV 000274,PYM 002,2/5/2020,94539.72
SV 000275,PYM 002,11/5/2019,42074.75
SV 000276,PYM 002,9/7/2019,38635.29
SV 000277,PYM 002,6/23/2019,59118.15
SV 000278,PYM 002,1/24/2020,63683.37
SV 000279,PYM 002,5/23/2019,81958.47
SV 000280,PYM 001,11/1/2019,9630.16
SV 000281,PYM 001,1/18/2020,98161.72
SV 000282,PYM 002,9/11/2019,46116.52
SV 000283,PYM 002,12/29/2019,54746.77
SV 000284,PYM 002,4/9/2019,94936.96
SV 000285,PYM 001,6/28/2019,46536.84
SV 000286,PYM 001,5/1/2019,84539.9
SV 000287,PYM 001,6/6/2019,5833.24
SV 000288,PYM 002,11/1/2019,38363.38
SV 000289,PYM 001,3/3/2020,10787.25
SV 000290,PYM 001,6/20/2019,12803.77
SV 000291,PYM 002,10/28/2019,76940.76
SV 000292,PYM 001,5/4/2019,78487.57
SV 000293,PYM 001,8/24/2019,51008.0
SV 000294,PYM 001,5/21/2019,19421.74
SV 000295,PYM 001,5/13/2019,23916.27
SV 000001,PYM 002,2/21/2019,91111.51
SV 000002,PYM 001,1/28/2019,16421.07
SV 000003,PYM 001,12/25/2019,55970.61
SV 000004,PYM 001,1/11/2020,13376.88
SV 000005,PYM 002,8/23/2019,29284.17
SV 000006,PYM 001,1/25/2019,31240.85
SV 000007,PYM 002,1/19/2019,46706.23
SV 000008,PYM 002,3/10/2020,26152.38
SV 000009,PYM 001,6/7/2019,63083.1
SV 000010,PYM 002,2/4/2019,78846.98
SV 000011,PYM 002,11/17/2019,51974.78
SV 000012,PYM 001,12/22/2019,54574.76
SV 000013,PYM 002,8/21/2019,94209.1
SV 000014,PYM 001,2/7/2019,39427.87
SV 000015,PYM 001,8/15/2019,27702.24
SV 000016,PYM 002,1/22/2020,16268.27
SV 000017,PYM 001,9/16/2019,58971.5
SV 000018,PYM 001,1/5/2020,37519.59
SV 000019,PYM 002,2/5/2020,80572.55
SV 000020,PYM 001,4/1/2019,55700.0
SV 000021,PYM 002,6/7/2019,22096.83
SV 000022,PYM 002,6/15/2019,87341.82
SV 000023,PYM 001,8/2/2019,11686.73
SV 000024,PYM 002,7/12/2019,81423.76
SV 000025,PYM 001,3/13/2020,55897.55
SV 000026,PYM 002,1/27/2019,32285.07
SV 000027,PYM 001,6/5/2019,40467.17
SV 000028,PYM 001,4/8/2019,97852.16
SV 000029,PYM 001,1/17/2019,14256.44
SV 000030,PYM 002,1/5/2020,43489.71
SV 000031,PYM 001,5/17/2019,53164.17
SV 000032,PYM 002,9/10/2019,72408.53
SV 000033,PYM 001,6/2/2019,98618.15
SV 000034,PYM 002,10/19/2019,24596.82
SV 000035,PYM 002,10/20/2019,36093.53
SV 000036,PYM 002,8/23/2019,24724.21
SV 000037,PYM 002,4/26/2019,11305.66
SV 000038,PYM 002,1/13/2020,49835.31
SV 000039,PYM 002,7/13/2019,40914.81
SV 000040,PYM 002,3/2/2019,77286.6
SV 000041,PYM 002,10/31/2019,49243.79
SV 000042,PYM 001,3/9/2020,75085.32
SV 000043,PYM 002,7/7/2019,85935.4
SV 000044,PYM 002,6/6/2019,62273.47
SV 000045,PYM 002,11/14/2019,75501.17
SV 000046,PYM 002,3/6/2019,38209.4
SV 000047,PYM 001,10/19/2019,82768.9
SV 000048,PYM 001,7/23/2019,31034.41
SV 000049,PYM 002,2/24/2020,65324.62
SV 000050,PYM 001,2/1/2020,28921.64
SV 000051,PYM 002,9/12/2019,57405.27
SV 000052,PYM 001,2/13/2019,80559.3
SV 000053,PYM 001,4/20/2019,90888.65
SV 000054,PYM 001,8/19/2019,50264.8
SV 000055,PYM 002,5/8/2019,40913.36
SV 000056,PYM 002,11/7/2019,25229.07
SV 000057,PYM 002,1/12/2020,78459.49
SV 000058,PYM 002,12/17/2019,7807.83
SV 000059,PYM 002,12/23/2019,9107.73
SV 000060,PYM 001,12/15/2019,48616.1
SV 000061,PYM 002,3/24/2019,30115.32
SV 000062,PYM 001,2/16/2019,93185.43
SV 000063,PYM 002,5/12/2019,79209.88
SV 000064,PYM 002,2/27/2019,85403.84
SV 000065,PYM 002,8/19/2019,38216.09
SV 000066,PYM 001,11/27/2019,57759.09
SV 000067,PYM 002,2/24/2020,59712.91
SV 000068,PYM 002,1/13/2020,72405.62
SV 000069,PYM 002,11/19/2019,80491.04
SV 000070,PYM 002,8/16/2019,35026.18
SV 000071,PYM 001,11/26/2019,9712.77
SV 000072,PYM 002,2/7/2019,73851.56
SV 000073,PYM 001,10/29/2019,35912.52
SV 000074,PYM 001,2/17/2019,6190.05
SV 000075,PYM 002,11/5/2019,11832.23
SV 000076,PYM 001,10/15/2019,27054.01
SV 000077,PYM 002,2/1/2019,53726.81
SV 000078,PYM 001,4/19/2019,23359.21
SV 000079,PYM 002,3/23/2019,16247.18
SV 000080,PYM 002,3/5/2019,98708.41
SV 000081,PYM 001,1/26/2019,8144.52
SV 000082,PYM 002,12/7/2019,16034.3
SV 000083,PYM 001,7/19/2019,28965.27
SV 000084,PYM 002,9/20/2019,36812.79
SV 000085,PYM 001,7/25/2019,82215.98
SV 000086,PYM 002,2/18/2019,97458.77
SV 000087,PYM 001,3/11/2020,89116.58
SV 000088,PYM 001,9/4/2019,97381.59
SV 000089,PYM 002,3/3/2019,53411.3
SV 000090,PYM 002,4/9/2019,19206.32
SV 000091,PYM 002,8/24/2019,16653.31
SV 000092,PYM 001,2/1/2020,85134.89
SV 000093,PYM 002,2/17/2020,50102.44
SV 000094,PYM 002,11/8/2019,28788.19
SV 000095,PYM 001,2/27/2019,5454.44
SV 000096,PYM 002,1/5/2020,64158.38
SV 000097,PYM 001,4/27/2019,10244.82
SV 000098,PYM 001,10/14/2019,40320.16
SV 000099,PYM 002,11/27/2019,34721.58
SV 000100,PYM 002,12/31/2019,11193.5
SV 000101,PYM 002,5/13/2019,94590.82
SV 000102,PYM 002,5/31/2019,89038.42
SV 000103,PYM 001,9/19/2019,5303.38
SV 000104,PYM 001,1/21/2019,18240.36
SV 000105,PYM 002,7/1/2019,51859.74
SV 000106,PYM 001,3/30/2019,70899.11
SV 000107,PYM 002,4/1/2019,42428.96
SV 000108,PYM 001,3/6/2019,49064.86
SV 000109,PYM 001,3/3/2019,16631.44
SV 000110,PYM 002,9/6/2019,81165.82
SV 000111,PYM 002,7/7/2019,83571.87
SV 000112,PYM 002,4/21/2019,46735.46
SV 000113,PYM 001,6/9/2019,73205.67
SV 000114,PYM 001,2/21/2019,23135.81
SV 000115,PYM 001,9/28/2019,17086.29
SV 000116,PYM 002,7/29/2019,38871.45
SV 000117,PYM 001,9/5/2019,14942.63
SV 000118,PYM 002,5/23/2019,83554.69
SV 000119,PYM 001,6/21/2019,48771.26
SV 000120,PYM 001,9/21/2019,26231.27
SV 000121,PYM 001,5/26/2019,79099.74
SV 000122,PYM 001,9/6/2019,82080.31
SV 000123,PYM 001,3/6/2019,73197.09
SV 000124,PYM 002,6/7/2019,9396.48
SV 000125,PYM 001,5/12/2019,64975.73
SV 000126,PYM 001,8/14/2019,31766.75
SV 000127,PYM 001,1/7/2020,81277.18
SV 000128,PYM 002,6/17/2019,17541.78
SV 000129,PYM 002,1/31/2019,69888.55
SV 000130,PYM 001,8/8/2019,82961.65
SV 000131,PYM 001,4/17/2019,80309.35
SV 000132,PYM 001,7/27/2019,96940.38
SV 000133,PYM 001,6/30/2019,95432.97
SV 000134,PYM 001,8/31/2019,87252.8
SV 000135,PYM 001,9/24/2019,23611.04
SV 000136,PYM 002,9/3/2019,95653.04
SV 000137,PYM 001,11/8/2019,31917.52
SV 000138,PYM 001,7/3/2019,9864.89
SV 000139,PYM 002,12/7/2019,57800.66
SV 000140,PYM 002,4/19/2019,70995.37
SV 000141,PYM 002,8/11/2019,67813.98
SV 000142,PYM 001,1/22/2020,15144.8
SV 000143,PYM 002,4/23/2019,87184.99
SV 000144,PYM 001,12/21/2019,42948.79
SV 000145,PYM 002,12/29/2019,58994.24
SV 000146,PYM 001,2/7/2019,43853.77
SV 000147,PYM 001,2/24/2019,98403.91
SV 000148,PYM 002,2/14/2020,74876.05
SV 000149,PYM 001,11/1/2019,42939.67
SV 000150,PYM 001,10/30/2019,48874.94
SV 000151,PYM 002,11/6/2019,28772.55
SV 000152,PYM 001,6/24/2019,10576.39
SV 000153,PYM 001,4/2/2019,93298.15
SV 000154,PYM 001,6/19/2019,42371.96
SV 000155,PYM 002,7/20/2019,51373.66
SV 000156,PYM 002,7/8/2019,11844.89
SV 000157,PYM 001,9/20/2019,11770.65
SV 000158,PYM 002,2/2/2019,98718.2
SV 000159,PYM 001,2/11/2020,29818.15
SV 000160,PYM 001,3/7/2019,71687.94
SV 000161,PYM 002,11/7/2019,29182.01
SV 000162,PYM 001,1/10/2020,30251.73
SV 000163,PYM 001,11/22/2019,45623.44
SV 000164,PYM 001,11/14/2019,21912.61
SV 000165,PYM 002,2/1/2020,24371.83
SV 000166,PYM 002,6/5/2019,33407.54
SV 000167,PYM 002,11/1/2019,57368.87
SV 000168,PYM 001,12/11/2019,96628.11
SV 000169,PYM 002,6/14/2019,35613.85
SV 000170,PYM 001,8/15/2019,14148.19
SV 000171,PYM 002,8/12/2019,39810.61
SV 000172,PYM 002,10/4/2019,60575.61
SV 000173,PYM 002,11/21/2019,28253.84
SV 000174,PYM 002,12/16/2019,17977.97
SV 000175,PYM 001,5/13/2019,62080.44
SV 000176,PYM 001,7/3/2019,49514.27
SV 000177,PYM 001,5/29/2019,50540.08
SV 000178,PYM 002,10/11/2019,33432.15
SV 000179,PYM 002,1/26/2020,40028.06
SV 000180,PYM 001,2/6/2020,46089.3
SV 000181,PYM 001,9/30/2019,90311.45
SV 000182,PYM 002,2/19/2019,54172.88
SV 000183,PYM 002,6/3/2019,71471.8
SV 000184,PYM 002,10/17/2019,69848.88
SV 000185,PYM 002,1/26/2019,94475.17
SV 000186,PYM 001,6/5/2019,26482.93
SV 000187,PYM 002,10/1/2019,93386.15
SV 000188,PYM 002,8/23/2019,72452.81
SV 000189,PYM 001,12/19/2019,34456.49
SV 000190,PYM 001,11/15/2019,91511.35
SV 000191,PYM 001,5/1/2019,64753.98
SV 000192,PYM 001,1/19/2019,21640.09
SV 000193,PYM 002,2/8/2020,39792.36
SV 000194,PYM 002,2/15/2019,87556.66
SV 000195,PYM 001,5/9/2019,11430.41
SV 000196,PYM 002,11/20/2019,35639.99
SV 000197,PYM 001,5/21/2019,34273.68
SV 000198,PYM 002,8/4/2019,80761.14
SV 000199,PYM 001,10/12/2019,29467.82
SV 000200,PYM 002,2/14/2020,9912.64
SV 000201,PYM 001,10/7/2019,76892.03
SV 000202,PYM 002,12/3/2019,38454.49
SV 000203,PYM 001,3/17/2019,90981.09
SV 000204,PYM 001,8/5/2019,63334.75
SV 000205,PYM 002,7/25/2019,21216.84
SV 000206,PYM 002,7/28/2019,40832.94
SV 000207,PYM 001,5/9/2019,38939.58
SV 000208,PYM 002,11/29/2019,56688.7
SV 000209,PYM 002,2/11/2019,58599.21
SV 000210,PYM 002,9/29/2019,50885.05
SV 000211,PYM 001,4/3/2019,45433.17
SV 000212,PYM 001,2/21/2019,70083.9
SV 000213,PYM 001,12/23/2019,24966.84
SV 000214,PYM 002,2/9/2019,18307.33
SV 000215,PYM 002,4/15/2019,14715.87
SV 000216,PYM 002,5/18/2019,6119.1
SV 000217,PYM 002,7/7/2019,27331.79
SV 000218,PYM 002,1/19/2019,27515.09
SV 000219,PYM 002,2/16/2019,33738.51
SV 000220,PYM 001,3/15/2019,44079.36
SV 000221,PYM 002,1/10/2020,62730.27
SV 000222,PYM 002,10/4/2019,96808.45
SV 000223,PYM 002,3/10/2019,98132.77
SV 000224,PYM 001,8/11/2019,60669.32
SV 000225,PYM 001,6/9/2019,27110.46
SV 000226,PYM 002,6/20/2019,57885.89
SV 000227,PYM 002,4/17/2019,27371.91
SV 000228,PYM 002,3/26/2019,75404.58
SV 000229,PYM 002,4/16/2019,94267.6
SV 000230,PYM 001,1/25/2020,24051.86
SV 000231,PYM 001,11/8/2019,55751.32
SV 000232,PYM 002,2/17/2019,51931.78
SV 000233,PYM 002,4/12/2019,51345.24
SV 000234,PYM 001,6/12/2019,82369.14
SV 000235,PYM 001,6/12/2019,95041.47
SV 000236,PYM 001,1/30/2020,18285.61
SV 000237,PYM 001,2/25/2019,33328.31
SV 000238,PYM 001,12/12/2019,85939.24
SV 000239,PYM 001,7/11/2019,84820.25
SV 000240,PYM 002,9/24/2019,85547.14
SV 000241,PYM 001,7/31/2019,48946.25
SV 000242,PYM 002,12/10/2019,43984.8
SV 000243,PYM 001,12/11/2019,26789.45
SV 000244,PYM 001,6/11/2019,22137.68
SV 000245,PYM 001,12/21/2019,57467.76
SV 000246,PYM 002,5/30/2019,55074.36
SV 000247,PYM 002,5/12/2019,80712.34
SV 000248,PYM 001,2/27/2020,68110.54
SV 000249,PYM 001,2/6/2019,34173.12
SV 000250,PYM 002,2/11/2019,39867.88
SV 000251,PYM 001,9/2/2019,99683.04
SV 000252,PYM 001,12/7/2019,95086.46
SV 000253,PYM 001,1/17/2020,63530.89
SV 000254,PYM 002,3/11/2020,37031.48
SV 000255,PYM 002,9/29/2019,40557.69
SV 000256,PYM 002,7/23/2019,48438.87
SV 000257,PYM 002,3/9/2019,79991.91
SV 000258,PYM 001,7/4/2019,87803.94
SV 000259,PYM 002,4/16/2019,11285.8
SV 000260,PYM 002,10/28/2019,86629.73
SV 000261,PYM 001,5/20/2019,33631.8
SV 000262,PYM 002,5/25/2019,18612.08
SV 000263,PYM 001,9/2/2019,62329.71
SV 000264,PYM 002,9/2/2019,68827.32
SV 000265,PYM 001,1/31/2019,19865.37
SV 000266,PYM 002,5/7/2019,45364.68
SV 000267,PYM 002,1/28/2019,98572.67
SV 000268,PYM 001,2/19/2020,20055.49
SV 000269,PYM 002,1/11/2020,50550.33
SV 000270,PYM 001,3/31/2019,29995.66
SV 000271,PYM 001,9/11/2019,14786.89
SV 000272,PYM 001,1/18/2020,74231.3
SV 000273,PYM 002,12/6/2019,68060.64
SV 000274,PYM 001,4/26/2019,35823.08
SV 000275,PYM 002,2/16/2019,34972.93
SV 000276,PYM 002,3/6/2019,11847.29
SV 000277,PYM 002,2/4/2019,24499.73
SV 000278,PYM 002,3/9/2019,8647.55
SV 000279,PYM 001,12/9/2019,24094.14
SV 000280,PYM 001,12/24/2019,98420.17
SV 000281,PYM 002,1/4/2020,98160.92
SV 000282,PYM 001,3/20/2019,63633.13
SV 000283,PYM 002,1/30/2020,96972.63
SV 000284,PYM 002,12/8/2019,40894.62
SV 000285,PYM 001,5/23/2019,82700.0
SV 000286,PYM 001,11/22/2019,26908.9
SV 000287,PYM 001,2/7/2019,39452.17
SV 000288,PYM 002,1/21/2020,79061.82
SV 000289,PYM 002,7/14/2019,90351.87
SV 000290,PYM 002,9/10/2019,77194.07
SV 000291,PYM 001,2/18/2019,13749.92
SV 000292,PYM 001,3/8/2019,85734.9
SV 000293,PYM 002,4/17/2019,29176.6
SV 000294,PYM 002,10/5/2019,10115.91
SV 000295,PYM 001,2/20/2020,17595.47
SV 000001,PYM 002,1/19/2019,20431.17
SV 000002,PYM 001,1/26/2019,97672.11
SV 000003,PYM 001,9/25/2019,53844.88
SV 000004,PYM 001,12/17/2019,19913.41
SV 000005,PYM 002,2/26/2019,27294.03
SV 000006,PYM 002,9/19/2019,85827.83
SV 000007,PYM 001,12/24/2019,43905.09
SV 000008,PYM 001,7/26/2019,9155.58
SV 000009,PYM 002,6/25/2019,93596.98
SV 000010,PYM 001,11/22/2019,42211.44
SV 000011,PYM 001,10/20/2019,41149.76
SV 000012,PYM 001,10/28/2019,7510.95
SV 000013,PYM 002,1/29/2019,35514.64
SV 000014,PYM 002,1/29/2019,72790.4
SV 000015,PYM 002,10/16/2019,91955.72
SV 000016,PYM 002,2/15/2019,30903.53
SV 000017,PYM 002,5/10/2019,77902.92
SV 000018,PYM 002,6/24/2019,39242.86
SV 000019,PYM 001,8/29/2019,9163.7
SV 000020,PYM 002,2/20/2020,95835.62
SV 000021,PYM 002,2/16/2020,8503.81
SV 000022,PYM 002,9/11/2019,37731.43
SV 000023,PYM 001,9/13/2019,25462.51
SV 000024,PYM 002,9/19/2019,15471.34
SV 000025,PYM 001,1/22/2019,43469.7
SV 000026,PYM 001,5/5/2019,92465.96
SV 000027,PYM 002,4/25/2019,9984.19
SV 000028,PYM 001,3/14/2020,18294.88
SV 000029,PYM 001,11/23/2019,8803.65
SV 000030,PYM 002,9/9/2019,45666.0
SV 000031,PYM 002,12/2/2019,41958.33
SV 000032,PYM 001,3/29/2019,50496.07
SV 000033,PYM 002,8/31/2019,36459.38
SV 000034,PYM 002,11/17/2019,53703.56
SV 000035,PYM 002,10/16/2019,14516.56
SV 000036,PYM 001,2/16/2019,60144.06
SV 000037,PYM 001,4/24/2019,45412.77
SV 000038,PYM 002,7/3/2019,78842.64
SV 000039,PYM 001,5/2/2019,94508.01
SV 000040,PYM 002,1/21/2019,31653.98
SV 000041,PYM 001,2/27/2019,54209.0
SV 000042,PYM 001,12/7/2019,65857.79
SV 000043,PYM 001,12/19/2019,89936.25
SV 000044,PYM 001,3/10/2019,42104.15
SV 000045,PYM 001,3/6/2019,14897.02
SV 000046,PYM 001,2/17/2020,84704.41
SV 000047,PYM 001,1/24/2020,38166.85
SV 000048,PYM 001,9/24/2019,70745.28
SV 000049,PYM 001,8/24/2019,85534.19
SV 000050,PYM 001,11/8/2019,43937.62
SV 000051,PYM 001,1/15/2020,9832.49
SV 000052,PYM 002,2/14/2020,40908.54
SV 000053,PYM 002,2/23/2020,97609.3
SV 000054,PYM 001,1/24/2020,15876.37
SV 000055,PYM 001,1/10/2020,49488.58
SV 000056,PYM 001,4/26/2019,6494.58
SV 000057,PYM 002,6/24/2019,7061.9
SV 000058,PYM 002,12/5/2019,6950.85
SV 000059,PYM 002,4/30/2019,27437.75
SV 000060,PYM 002,6/15/2019,82696.07
SV 000061,PYM 001,10/1/2019,25200.3
SV 000062,PYM 002,5/21/2019,6283.12
SV 000063,PYM 002,7/2/2019,13365.9
SV 000064,PYM 002,4/3/2019,62732.56
SV 000065,PYM 002,11/29/2019,75551.98
SV 000066,PYM 001,7/30/2019,88998.74
SV 000067,PYM 002,1/22/2019,71869.24
SV 000068,PYM 001,2/29/2020,33725.79
SV 000069,PYM 001,8/2/2019,20794.42
SV 000070,PYM 002,11/23/2019,47703.38
SV 000071,PYM 002,1/12/2020,24937.94
SV 000072,PYM 001,1/2/2020,72825.86
SV 000073,PYM 002,12/30/2019,76788.81
SV 000074,PYM 001,8/12/2019,90884.25
SV 000075,PYM 001,10/28/2019,53356.23
SV 000076,PYM 001,3/11/2020,85987.54
SV 000077,PYM 002,10/14/2019,39321.57
SV 000078,PYM 001,9/5/2019,20104.84
SV 000079,PYM 001,6/16/2019,49976.42
SV 000080,PYM 001,7/11/2019,17175.58
SV 000081,PYM 002,5/24/2019,14585.58
SV 000082,PYM 002,5/19/2019,66557.96
SV 000083,PYM 002,5/19/2019,74109.81
SV 000084,PYM 001,6/4/2019,7664.56
SV 000085,PYM 002,5/1/2019,25955.84
SV 000086,PYM 002,5/22/2019,59617.94
SV 000087,PYM 001,11/15/2019,7043.31
SV 000088,PYM 002,7/13/2019,91406.31
SV 000089,PYM 002,8/13/2019,52389.55
SV 000090,PYM 002,5/23/2019,65352.29
SV 000091,PYM 002,8/13/2019,90732.63
SV 000092,PYM 002,7/23/2019,48547.24
SV 000093,PYM 002,12/2/2019,79676.78
SV 000094,PYM 001,6/10/2019,46335.4
SV 000095,PYM 001,7/6/2019,83290.41
SV 000096,PYM 002,10/6/2019,91471.22
SV 000097,PYM 001,3/24/2019,39271.15
SV 000098,PYM 002,4/6/2019,70688.39
SV 000099,PYM 002,2/2/2019,85902.1
SV 000100,PYM 001,7/19/2019,58624.47
SV 000101,PYM 001,8/26/2019,22919.89
SV 000102,PYM 002,12/9/2019,5661.29
SV 000103,PYM 001,12/31/2019,50679.13
SV 000104,PYM 002,10/29/2019,77110.32
SV 000105,PYM 001,7/26/2019,50388.86
SV 000106,PYM 002,3/9/2019,74108.86
SV 000107,PYM 002,10/17/2019,95443.31
SV 000108,PYM 001,11/9/2019,35782.56
SV 000109,PYM 002,10/2/2019,55157.08
SV 000110,PYM 002,8/1/2019,89510.35
SV 000111,PYM 001,9/14/2019,51953.6
SV 000112,PYM 001,5/17/2019,52526.22
SV 000113,PYM 001,6/29/2019,16452.94
SV 000114,PYM 002,5/17/2019,51464.42
SV 000115,PYM 001,2/13/2020,36666.38
